block,trial,choice,expval_ch,reward,Qval_1,Qval_2,expval_1,expval_2
1,1,1,0.5757973315923486,1,0.5,0.5,0.5757973315923486,0.8347669961718175
1,2,1,0.5738876913697017,1,0.65,0.5,0.5738876913697017,0.8276668644952039
1,3,1,0.5792662222647071,1,0.755,0.5,0.5792662222647071,0.8248601236398668
1,4,1,0.5708111954080373,1,0.8285,0.5,0.5708111954080373,0.8305672345219872
1,5,2,0.8254096432629336,1,0.87995,0.5,0.574059401236144,0.8254096432629336
1,6,2,0.8335056635645501,1,0.87995,0.65,0.5735059182722058,0.8335056635645501
1,7,1,0.5822858914749378,0,0.87995,0.755,0.5822858914749378,0.8379317893813054
1,8,1,0.5810320960296391,0,0.6159650000000001,0.755,0.5810320960296391,0.840643213373271
1,9,2,0.8374748226453539,0,0.43117550000000004,0.755,0.5893439407528274,0.8374748226453539
1,10,1,0.5815211452236647,0,0.43117550000000004,0.5285,0.5815211452236647,0.8425729995889427
1,11,2,0.8351574647686903,1,0.30182285000000003,0.5285,0.5802947953192099,0.8351574647686903
1,12,2,0.8310283965484431,1,0.30182285000000003,0.6699499999999999,0.584680699563847,0.8310283965484431
1,13,2,0.8275687999116195,0,0.30182285000000003,0.7689649999999999,0.5847061387318179,0.8275687999116195
1,14,1,0.5830151471906401,0,0.30182285000000003,0.5382754999999999,0.5830151471906401,0.8318518449183188
1,15,2,0.8255262842087882,1,0.21127599500000002,0.5382754999999999,0.5767096806442653,0.8255262842087882
1,16,2,0.8240564248635469,1,0.21127599500000002,0.6767928499999999,0.5756900873903218,0.8240564248635469
1,17,2,0.8213813682126888,0,0.21127599500000002,0.7737549949999999,0.5825748068499174,0.8213813682126888
1,18,2,0.8193527323392853,1,0.21127599500000002,0.5416284965,0.5793625792630684,0.8193527323392853
1,19,2,0.82578184640685,1,0.21127599500000002,0.67913994755,0.5841379451254349,0.82578184640685
1,20,2,0.8335926916016085,1,0.21127599500000002,0.775397963285,0.5770332448771337,0.8335926916016085
1,21,2,0.841997196517133,1,0.21127599500000002,0.8427785742995,0.5797319135740819,0.841997196517133
